event_id,customer_id,booking_id,event_type,event_timestamp
E0000036,C000467,B000004,PAYMENT_COMPLETED,2026-02-25 00:57:19
E0000037,C000467,B000004,BOOKING_CONFIRMED,2026-02-25 00:58:19
E0000038,C004427,B000005,SEARCH,2026-03-10 23:40:00
E0000039,C004427,B000005,VIEW_TRIP,2026-03-10 23:47:00
E0000040,C004427,B000005,BOOKING_STARTED,2026-03-10 23:57:00
E0000041,C004427,B000005,BOOKING_CREATED,2026-03-11 00:00:00
E0000042,C004427,B000005,PAYMENT_STARTED,2026-03-11 00:31:00
E0000043,C004427,B000005,PAYMENT_COMPLETED,2026-03-11 00:31:11
E0000044,C004427,B000005,BOOKING_CONFIRMED,2026-03-11 00:34:11
E0000045,C003445,B000006,SEARCH,2025-10-18 23:22:00
E0000046,C003445,B000006,VIEW_TRIP,2025-10-18 23:33:00
E0000047,C003445,B000006,BOOKING_STARTED,2025-10-18 23:56:00
E0000048,C003445,B000006,BOOKING_CREATED,2025-10-19 00:00:00
E0000049,C003445,B000006,PAYMENT_STARTED,2025-10-19 00:32:00
E0000050,C003445,B000006,PAYMENT_COMPLETED,2025-10-19 00:32:36
E0000051,C003445,B000006,BOOKING_CONFIRMED,2025-10-19 00:40:36
E0000052,C003172,B000007,SEARCH,2025-11-02 23:44:00
E0000053,C003172,B000007,VIEW_TRIP,2025-11-02 23:54:00
E0000054,C003172,B000007,BOOKING_STARTED,2025-11-02 23:57:00
E0000055,C003172,B000007,BOOKING_CREATED,2025-11-03 00:00:00
E0000056,C003172,B000007,PAYMENT_STARTED,2025-11-03 00:51:00
E0000057,C003172,B000007,PAYMENT_COMPLETED,2025-11-03 00:51:48
E0000058,C003172,B000007,BOOKING_CONFIRMED,2025-11-03 00:53:48
E0000059,C002920,B000008,SEARCH,2026-05-02 23:30:00
E0000060,C002920,B000008,VIEW_TRIP,2026-05-02 23:36:00
E0000061,C002920,B000008,BOOKING_STARTED,2026-05-02 23:56:00
E0000062,C002920,B000008,BOOKING_CREATED,2026-05-03 00:00:00
E0000063,C002920,B000008,PAYMENT_STARTED,2026-05-03 00:56:00
E0000064,C002920,B000008,PAYMENT_COMPLETED,2026-05-03 00:56:30
E0000065,C002920,B000008,BOOKING_CONFIRMED,2026-05-03 00:57:30
E0000066,C000131,B000009,SEARCH,2025-12-14 23:31:00
E0000067,C000131,B000009,VIEW_TRIP,2025-12-14 23:39:00
E0000068,C000131,B000009,BOOKING_STARTED,2025-12-14 23:56:00
E0000069,C000131,B000009,BOOKING_CREATED,2025-12-15 00:00:00
E0000070,C000131,B000009,PAYMENT_STARTED,2025-12-15 00:55:00
E0000071,C000131,B000009,PAYMENT_COMPLETED,2025-12-15 00:55:18
E0000072,C000131,B000009,BOOKING_CONFIRMED,2025-12-15 00:56:18
E0000073,C001686,B000010,SEARCH,2026-11-15 23:21:00
E0000074,C001686,B000010,VIEW_TRIP,2026-11-15 23:29:00
E0000075,C001686,B000010,BOOKING_STARTED,2026-11-15 23:56:00
E0000076,C001686,B000010,BOOKING_CREATED,2026-11-16 00:00:00
E0000077,C001686,B000010,PAYMENT_STARTED,2026-11-16 00:22:00
E0000078,C001686,B000010,PAYMENT_COMPLETED,2026-11-16 00:22:46
E0000079,C001686,B000010,BOOKING_CONFIRMED,2026-11-16 00:24:46
E0000080,C000770,B000011,SEARCH,2026-03-07 23:28:00
E0000081,C000770,B000011,VIEW_TRIP,2026-03-07 23:37:00
E0000082,C000770,B000011,BOOKING_STARTED,2026-03-07 23:58:00
E0000083,C000770,B000011,BOOKING_CREATED,2026-03-08 00:00:00
E0000084,C000770,B000011,PAYMENT_STARTED,2026-03-08 00:13:00
E0000085,C000770,B000011,PAYMENT_FAILED,2026-03-08 00:13:18
E0000086,C000770,B000011,PAYMENT_RETRY,2026-03-08 00:14:50
E0000087,C000770,B000011,PAYMENT_STARTED,2026-03-08 00:17:11
E0000088,C000770,B000011,PAYMENT_COMPLETED,2026-03-08 00:17:48
E0000089,C000770,B000011,BOOKING_CONFIRMED,2026-03-08 00:19:48
E0000090,C002392,B000012,SEARCH,2025-10-25 23:33:00
E0000091,C002392,B000012,VIEW_TRIP,2025-10-25 23:44:00
E0000092,C002392,B000012,BOOKING_STARTED,2025-10-25 23:58:00
E0000093,C002392,B000012,BOOKING_CREATED,2025-10-26 00:00:00
E0000094,C002392,B000012,PAYMENT_STARTED,2025-10-26 00:11:00
E0000095,C002392,B000012,PAYMENT_COMPLETED,2025-10-26 00:11:14
E0000096,C002392,B000012,BOOKING_CONFIRMED,2025-10-26 00:18:14
E0000097,C002434,B000013,SEARCH,2026-03-10 23:30:00
E0000098,C002434,B000013,VIEW_TRIP,2026-03-10 23:37:00
E0000099,C002434,B000013,BOOKING_STARTED,2026-03-10 23:58:00
E0000100,C002434,B000013,BOOKING_CREATED,2026-03-11 00:00:00
E0000101,C002434,B000013,PAYMENT_STARTED,2026-03-11 00:51:00
E0000102,C002434,B000013,PAYMENT_COMPLETED,2026-03-11 00:51:47
E0000103,C002434,B000013,BOOKING_CONFIRMED,2026-03-11 00:57:47
E0000104,C001185,B000014,SEARCH,2026-06-02 23:25:00
E0000105,C001185,B000014,VIEW_TRIP,2026-06-02 23:30:00
E0000106,C001185,B000014,BOOKING_STARTED,2026-06-02 23:55:00
E0000107,C001185,B000014,BOOKING_CREATED,2026-06-03 00:00:00
E0000108,C001185,B000014,PAYMENT_STARTED,2026-06-03 00:44:00
E0000109,C001185,B000014,PAYMENT_FAILED,2026-06-03 00:44:26
E0000110,C001185,B000014,PAYMENT_RETRY,2026-06-03 00:46:13
E0000111,C001185,B000014,PAYMENT_STARTED,2026-06-03 00:50:15
E0000112,C001185,B000014,PAYMENT_COMPLETED,2026-06-03 00:50:26
E0000113,C001185,B000014,BOOKING_CONFIRMED,2026-06-03 00:59:26
E0000114,C004556,B000015,SEARCH,2025-09-06 23:36:00
E0000115,C004556,B000015,VIEW_TRIP,2025-09-06 23:43:00
E0000116,C004556,B000015,BOOKING_STARTED,2025-09-06 23:59:00
E0000117,C004556,B000015,BOOKING_CREATED,2025-09-07 00:00:00
E0000118,C004556,B000015,PAYMENT_STARTED,2025-09-07 00:33:00
E0000119,C004556,B000015,PAYMENT_COMPLETED,2025-09-07 00:33:48
E0000120,C003386,B000016,SEARCH,2025-12-15 23:41:00
E0000121,C003386,B000016,VIEW_TRIP,2025-12-15 23:48:00
E0000122,C003386,B000016,BOOKING_STARTED,2025-12-15 23:58:00
E0000123,C003386,B000016,BOOKING_CREATED,2025-12-16 00:00:00
E0000124,C003386,B000016,PAYMENT_STARTED,2025-12-16 00:40:00
E0000125,C003386,B000016,PAYMENT_FAILED,2025-12-16 00:40:51
E0000126,C003386,B000016,PAYMENT_RETRY,2025-12-16 00:41:18
E0000127,C003386,B000016,PAYMENT_STARTED,2025-12-16 00:45:49
E0000128,C003386,B000016,PAYMENT_FAILED,2025-12-16 00:46:46
E0000129,C003386,B000016,PAYMENT_RETRY,2025-12-16 00:50:25
E0000130,C003386,B000016,PAYMENT_STARTED,2025-12-16 00:51:45
E0000131,C003386,B000016,PAYMENT_COMPLETED,2025-12-16 00:51:55
E0000132,C003386,B000016,BOOKING_CONFIRMED,2025-12-16 00:55:55
E0000133,C004118,B000017,SEARCH,2026-05-27 23:25:00
E0000134,C004118,B000017,VIEW_TRIP,2026-05-27 23:30:00
E0000135,C004118,B000017,BOOKING_STARTED,2026-05-27 23:58:00
E0000136,C004118,B000017,BOOKING_CREATED,2026-05-28 00:00:00
E0000137,C004118,B000017,PAYMENT_STARTED,2026-05-28 00:49:00
E0000138,C004118,B000017,PAYMENT_FAILED,2026-05-28 00:49:10
E0000139,C004118,B000017,PAYMENT_RETRY,2026-05-28 00:56:54
E0000140,C004118,B000017,PAYMENT_STARTED,2026-05-28 01:02:24
E0000141,C004118,B000017,PAYMENT_COMPLETED,2026-05-28 01:02:44
E0000142,C004118,B000017,BOOKING_CONFIRMED,2026-05-28 01:06:44
E0000143,C004844,B000018,SEARCH,2025-10-07 23:42:00
E0000144,C004844,B000018,VIEW_TRIP,2025-10-07 23:47:00
E0000145,C004844,B000018,BOOKING_STARTED,2025-10-07 23:55:00
E0000146,C004844,B000018,BOOKING_CREATED,2025-10-08 00:00:00
E0000147,C004844,B000018,PAYMENT_STARTED,2025-10-08 00:13:00
E0000148,C004844,B000018,PAYMENT_COMPLETED,2025-10-08 00:13:30
E0000149,C004844,B000018,BOOKING_CONFIRMED,2025-10-08 00:22:30
E0000150,C002905,B000019,SEARCH,2026-02-07 23:35:00
E0000151,C002905,B000019,VIEW_TRIP,2026-02-07 23:45:00
E0000152,C002905,B000019,BOOKING_STARTED,2026-02-07 23:57:00
E0000153,C002905,B000019,BOOKING_CREATED,2026-02-08 00:00:00
E0000154,C002905,B000019,PAYMENT_STARTED,2026-02-08 00:28:00
E0000155,C002905,B000019,PAYMENT_COMPLETED,2026-02-08 00:28:41
E0000156,C002905,B000019,BOOKING_CONFIRMED,2026-02-08 00:29:41
E0000157,C000475,B000020,SEARCH,2025-12-07 23:25:00
E0000158,C000475,B000020,VIEW_TRIP,2025-12-07 23:33:00
E0000159,C000475,B000020,BOOKING_STARTED,2025-12-07 23:58:00
E0000160,C000475,B000020,BOOKING_CREATED,2025-12-08 00:00:00
E0000161,C000475,B000020,PAYMENT_STARTED,2025-12-08 00:12:00
E0000162,C000475,B000020,PAYMENT_COMPLETED,2025-12-08 00:12:19
E0000163,C000475,B000020,BOOKING_CONFIRMED,2025-12-08 00:18:19
E0000164,C001083,B000021,SEARCH,2026-10-01 23:30:00
E0000165,C001083,B000021,VIEW_TRIP,2026-10-01 23:41:00
E0000166,C001083,B000021,BOOKING_STARTED,2026-10-01 23:55:00
E0000167,C001083,B000021,BOOKING_CREATED,2026-10-02 00:00:00
E0000168,C001083,B000021,PAYMENT_STARTED,2026-10-02 00:46:00
E0000169,C001083,B000021,PAYMENT_FAILED,2026-10-02 00:46:10
E0000170,C001083,B000021,PAYMENT_RETRY,2026-10-02 00:47:08
E0000171,C001083,B000021,PAYMENT_STARTED,2026-10-02 00:53:37
E0000172,C001083,B000021,PAYMENT_COMPLETED,2026-10-02 00:54:07
E0000173,C002559,B000022,SEARCH,2025-10-16 23:30:00
E0000174,C002559,B000022,VIEW_TRIP,2025-10-16 23:37:00
E0000175,C002559,B000022,BOOKING_STARTED,2025-10-16 23:59:00
E0000176,C002559,B000022,BOOKING_CREATED,2025-10-17 00:00:00
E0000177,C002559,B000022,PAYMENT_STARTED,2025-10-17 00:38:00
E0000178,C002559,B000022,PAYMENT_COMPLETED,2025-10-17 00:38:47
E0000179,C002048,B000023,SEARCH,2025-08-09 23:26:00
E0000180,C002048,B000023,VIEW_TRIP,2025-08-09 23:34:00
E0000181,C002048,B000023,BOOKING_STARTED,2025-08-09 23:56:00
E0000182,C002048,B000023,BOOKING_CREATED,2025-08-10 00:00:00
E0000183,C002048,B000023,PAYMENT_STARTED,2025-08-10 00:27:00
E0000184,C002048,B000023,PAYMENT_COMPLETED,2025-08-10 00:27:34
E0000185,C002048,B000023,BOOKING_CONFIRMED,2025-08-10 00:29:34
E0000186,C002748,B000024,SEARCH,2026-03-08 23:28:00
E0000187,C002748,B000024,VIEW_TRIP,2026-03-08 23:34:00
E0000188,C002748,B000024,BOOKING_STARTED,2026-03-08 23:56:00
E0000189,C002748,B000024,BOOKING_CREATED,2026-03-09 00:00:00
E0000190,C002748,B000024,PAYMENT_STARTED,2026-03-09 00:44:00
E0000191,C002748,B000024,PAYMENT_COMPLETED,2026-03-09 00:44:24
E0000192,C002748,B000024,BOOKING_CONFIRMED,2026-03-09 00:45:24
E0000193,C000976,B000025,SEARCH,2025-08-08 23:44:00
E0000194,C000976,B000025,VIEW_TRIP,2025-08-08 23:54:00
E0000195,C000976,B000025,BOOKING_STARTED,2025-08-08 23:58:00
E0000196,C000976,B000025,BOOKING_CREATED,2025-08-09 00:00:00
E0000197,C000976,B000025,PAYMENT_STARTED,2025-08-09 00:39:00
E0000198,C000976,B000025,PAYMENT_COMPLETED,2025-08-09 00:39:13
E0000199,C000976,B000025,BOOKING_CONFIRMED,2025-08-09 00:43:13
E0000200,C001807,B000026,SEARCH,2026-03-08 23:43:00
E0000201,C001807,B000026,VIEW_TRIP,2026-03-08 23:53:00
E0000202,C001807,B000026,BOOKING_STARTED,2026-03-08 23:58:00
E0000203,C001807,B000026,BOOKING_CREATED,2026-03-09 00:00:00
E0000204,C001807,B000026,PAYMENT_STARTED,2026-03-09 00:09:00
E0000205,C001807,B000026,PAYMENT_FAILED,2026-03-09 00:09:55
E0000206,C001807,B000026,PAYMENT_RETRY,2026-03-09 00:13:47
E0000207,C001807,B000026,PAYMENT_STARTED,2026-03-09 00:19:18
E0000208,C001807,B000026,PAYMENT_FAILED,2026-03-09 00:20:00
E0000209,C001807,B000026,PAYMENT_RETRY,2026-03-09 00:22:07
E0000210,C001807,B000026,PAYMENT_STARTED,2026-03-09 00:22:40
E0000211,C001807,B000026,PAYMENT_COMPLETED,2026-03-09 00:22:55
E0000212,C000190,B000027,SEARCH,2026-10-11 23:23:00
E0000213,C000190,B000027,VIEW_TRIP,2026-10-11 23:30:00
E0000214,C000190,B000027,BOOKING_STARTED,2026-10-11 23:57:00
E0000215,C000190,B000027,BOOKING_CREATED,2026-10-12 00:00:00
E0000216,C000190,B000027,PAYMENT_STARTED,2026-10-12 00:36:00
E0000217,C000190,B000027,PAYMENT_COMPLETED,2026-10-12 00:36:19
E0000218,C000190,B000027,BOOKING_CONFIRMED,2026-10-12 00:43:19
E0000219,C002735,B000028,SEARCH,2025-11-15 23:39:00
E0000220,C002735,B000028,VIEW_TRIP,2025-11-15 23:45:00
E0000221,C002735,B000028,BOOKING_STARTED,2025-11-15 23:58:00
E0000222,C002735,B000028,BOOKING_CREATED,2025-11-16 00:00:00
E0000223,C002735,B000028,PAYMENT_STARTED,2025-11-16 00:49:00
E0000224,C002735,B000028,PAYMENT_FAILED,2025-11-16 00:49:12
E0000225,C002735,B000028,PAYMENT_RETRY,2025-11-16 00:59:40
E0000226,C002735,B000028,PAYMENT_STARTED,2025-11-16 01:02:45
E0000227,C002735,B000028,PAYMENT_COMPLETED,2025-11-16 01:02:57
E0000228,C002735,B000028,BOOKING_CONFIRMED,2025-11-16 01:06:57
E0000229,C003006,B000029,SEARCH,2026-02-25 23:39:00
E0000230,C003006,B000029,VIEW_TRIP,2026-02-25 23:44:00
E0000231,C003006,B000029,BOOKING_STARTED,2026-02-25 23:58:00
E0000232,C003006,B000029,BOOKING_CREATED,2026-02-26 00:00:00
E0000233,C003006,B000029,PAYMENT_STARTED,2026-02-26 00:32:00
E0000234,C003006,B000029,PAYMENT_COMPLETED,2026-02-26 00:32:19
E0000235,C003006,B000029,BOOKING_CONFIRMED,2026-02-26 00:38:19
E0000236,C004659,B000030,SEARCH,2026-01-19 23:32:00
E0000237,C004659,B000030,VIEW_TRIP,2026-01-19 23:42:00
E0000238,C004659,B000030,BOOKING_STARTED,2026-01-19 23:56:00
E0000239,C004659,B000030,BOOKING_CREATED,2026-01-20 00:00:00
E0000240,C004659,B000030,PAYMENT_STARTED,2026-01-20 00:57:00
E0000241,C004659,B000030,PAYMENT_COMPLETED,2026-01-20 00:57:55
E0000242,C004659,B000030,BOOKING_CONFIRMED,2026-01-20 00:58:55
E0000243,C001900,B000031,SEARCH,2025-11-09 23:23:00
E0000244,C001900,B000031,VIEW_TRIP,2025-11-09 23:33:00
E0000245,C001900,B000031,BOOKING_STARTED,2025-11-09 23:57:00
E0000246,C001900,B000031,BOOKING_CREATED,2025-11-10 00:00:00
E0000247,C001900,B000031,PAYMENT_STARTED,2025-11-10 00:34:00
E0000248,C001900,B000031,PAYMENT_FAILED,2025-11-10 00:34:17
E0000249,C001900,B000031,PAYMENT_RETRY,2025-11-10 00:41:44
E0000250,C001900,B000031,PAYMENT_STARTED,2025-11-10 00:43:37
E0000251,C001900,B000031,PAYMENT_COMPLETED,2025-11-10 00:43:51
E0000252,C001900,B000031,BOOKING_CONFIRMED,2025-11-10 00:47:51
E0000253,C001268,B000032,SEARCH,2026-03-14 23:39:00
E0000254,C001268,B000032,VIEW_TRIP,2026-03-14 23:46:00
E0000255,C001268,B000032,BOOKING_STARTED,2026-03-14 23:56:00
E0000256,C001268,B000032,BOOKING_CREATED,2026-03-15 00:00:00
E0000257,C001268,B000032,PAYMENT_STARTED,2026-03-15 00:31:00
E0000258,C001268,B000032,PAYMENT_COMPLETED,2026-03-15 00:31:46
E0000259,C001268,B000032,BOOKING_CONFIRMED,2026-03-15 00:37:46
E0000260,C001529,B000033,SEARCH,2026-03-03 23:31:00
E0000261,C001529,B000033,VIEW_TRIP,2026-03-03 23:41:00
E0000262,C001529,B000033,BOOKING_STARTED,2026-03-03 23:58:00
E0000263,C001529,B000033,BOOKING_CREATED,2026-03-04 00:00:00
E0000264,C001529,B000033,PAYMENT_STARTED,2026-03-04 00:43:00
E0000265,C001529,B000033,PAYMENT_FAILED,2026-03-04 00:43:20
E0000266,C001529,B000033,PAYMENT_RETRY,2026-03-04 00:43:55
E0000267,C001529,B000033,PAYMENT_STARTED,2026-03-04 00:44:46
E0000268,C001529,B000033,PAYMENT_FAILED,2026-03-04 00:45:18
E0000269,C001529,B000033,PAYMENT_RETRY,2026-03-04 00:52:54
E0000270,C001529,B000033,PAYMENT_STARTED,2026-03-04 00:53:39
E0000271,C001529,B000033,PAYMENT_COMPLETED,2026-03-04 00:54:09
E0000272,C001529,B000033,BOOKING_CONFIRMED,2026-03-04 00:59:09
E0000273,C003203,B000034,SEARCH,2026-02-16 23:25:00
E0000274,C003203,B000034,VIEW_TRIP,2026-02-16 23:36:00
E0000275,C003203,B000034,BOOKING_STARTED,2026-02-16 23:58:00
E0000276,C003203,B000034,BOOKING_CREATED,2026-02-17 00:00:00
E0000277,C003203,B000034,PAYMENT_STARTED,2026-02-17 00:36:00
E0000278,C003203,B000034,PAYMENT_COMPLETED,2026-02-17 00:36:37
E0000279,C003203,B000034,BOOKING_CONFIRMED,2026-02-17 00:44:37
E0000280,C003557,B000035,SEARCH,2026-05-12 23:24:00
E0000281,C003557,B000035,VIEW_TRIP,2026-05-12 23:29:00
E0000282,C003557,B000035,BOOKING_STARTED,2026-05-12 23:55:00
E0000283,C003557,B000035,BOOKING_CREATED,2026-05-13 00:00:00
E0000284,C003557,B000035,PAYMENT_STARTED,2026-05-13 00:53:00
E0000285,C003557,B000035,PAYMENT_COMPLETED,2026-05-13 00:53:24
E0000286,C003557,B000035,BOOKING_CONFIRMED,2026-05-13 00:54:24
E0000287,C003891,B000036,SEARCH,2026-08-07 23:22:00
E0000288,C003891,B000036,VIEW_TRIP,2026-08-07 23:31:00
E0000289,C003891,B000036,BOOKING_STARTED,2026-08-07 23:56:00
E0000290,C003891,B000036,BOOKING_CREATED,2026-08-08 00:00:00
E0000291,C003891,B000036,PAYMENT_STARTED,2026-08-08 00:06:00
E0000292,C003891,B000036,PAYMENT_FAILED,2026-08-08 00:06:37
E0000293,C003891,B000036,PAYMENT_RETRY,2026-08-08 00:06:47
E0000294,C003891,B000036,PAYMENT_STARTED,2026-08-08 00:07:46
E0000295,C003891,B000036,PAYMENT_COMPLETED,2026-08-08 00:08:18
E0000296,C003891,B000036,BOOKING_CONFIRMED,2026-08-08 00:10:18
E0000297,C000647,B000037,SEARCH,2026-01-27 23:40:00
E0000298,C000647,B000037,VIEW_TRIP,2026-01-27 23:46:00
E0000299,C000647,B000037,BOOKING_STARTED,2026-01-27 23:55:00
E0000300,C000647,B000037,BOOKING_CREATED,2026-01-28 00:00:00
E0000301,C000647,B000037,PAYMENT_STARTED,2026-01-28 00:06:00
E0000302,C000647,B000037,PAYMENT_COMPLETED,2026-01-28 00:06:51
E0000303,C000647,B000037,BOOKING_CONFIRMED,2026-01-28 00:13:51
E0000304,C002889,B000038,SEARCH,2025-09-02 23:36:00
E0000305,C002889,B000038,VIEW_TRIP,2025-09-02 23:45:00
E0000306,C002889,B000038,BOOKING_STARTED,2025-09-02 23:58:00
E0000307,C002889,B000038,BOOKING_CREATED,2025-09-03 00:00:00
E0000308,C002889,B000038,PAYMENT_STARTED,2025-09-03 00:27:00
E0000309,C002889,B000038,PAYMENT_COMPLETED,2025-09-03 00:27:34
E0000310,C002436,B000039,SEARCH,2025-09-14 23:38:00
E0000311,C002436,B000039,VIEW_TRIP,2025-09-14 23:44:00
E0000312,C002436,B000039,BOOKING_STARTED,2025-09-14 23:58:00
E0000313,C002436,B000039,BOOKING_CREATED,2025-09-15 00:00:00
E0000314,C002436,B000039,PAYMENT_STARTED,2025-09-15 00:05:00
E0000315,C002436,B000039,PAYMENT_COMPLETED,2025-09-15 00:05:11
E0000316,C002436,B000039,BOOKING_CONFIRMED,2025-09-15 00:09:11
E0000317,C000601,B000040,SEARCH,2026-01-10 23:43:00
E0000318,C000601,B000040,VIEW_TRIP,2026-01-10 23:48:00
E0000319,C000601,B000040,BOOKING_STARTED,2026-01-10 23:58:00
E0000320,C000601,B000040,BOOKING_CREATED,2026-01-11 00:00:00
E0000321,C000601,B000040,PAYMENT_STARTED,2026-01-11 00:57:00
E0000322,C000601,B000040,PAYMENT_COMPLETED,2026-01-11 00:57:23
E0000323,C000601,B000040,BOOKING_CONFIRMED,2026-01-11 01:02:23
E0000324,C002364,B000041,SEARCH,2026-04-18 23:33:00
E0000325,C002364,B000041,VIEW_TRIP,2026-04-18 23:40:00
E0000326,C002364,B000041,BOOKING_STARTED,2026-04-18 23:57:00
E0000327,C002364,B000041,BOOKING_CREATED,2026-04-19 00:00:00
E0000328,C002364,B000041,PAYMENT_STARTED,2026-04-19 00:10:00
E0000329,C002364,B000041,PAYMENT_COMPLETED,2026-04-19 00:10:42
E0000330,C002364,B000041,BOOKING_CONFIRMED,2026-04-19 00:19:42
E0000331,C002062,B000042,SEARCH,2026-06-12 23:37:00
E0000332,C002062,B000042,VIEW_TRIP,2026-06-12 23:47:00
E0000333,C002062,B000042,BOOKING_STARTED,2026-06-12 23:56:00
E0000334,C002062,B000042,BOOKING_CREATED,2026-06-13 00:00:00
E0000335,C002062,B000042,PAYMENT_STARTED,2026-06-13 01:00:00
E0000336,C002062,B000042,PAYMENT_COMPLETED,2026-06-13 01:00:57
E0000337,C002062,B000042,BOOKING_CONFIRMED,2026-06-13 01:02:57
E0000338,C000242,B000043,SEARCH,2025-11-06 23:33:00
E0000339,C000242,B000043,VIEW_TRIP,2025-11-06 23:41:00
E0000340,C000242,B000043,BOOKING_STARTED,2025-11-06 23:58:00
E0000341,C000242,B000043,BOOKING_CREATED,2025-11-07 00:00:00
E0000342,C000242,B000043,PAYMENT_STARTED,2025-11-07 00:42:00
E0000343,C000242,B000043,PAYMENT_COMPLETED,2025-11-07 00:42:38
E0000344,C002042,B000044,SEARCH,2026-07-08 23:38:00
E0000345,C002042,B000044,VIEW_TRIP,2026-07-08 23:49:00
E0000346,C002042,B000044,BOOKING_STARTED,2026-07-08 23:59:00
E0000347,C002042,B000044,BOOKING_CREATED,2026-07-09 00:00:00
E0000348,C002042,B000044,PAYMENT_STARTED,2026-07-09 00:10:00
E0000349,C002042,B000044,PAYMENT_COMPLETED,2026-07-09 00:10:27
E0000350,C002042,B000044,BOOKING_CONFIRMED,2026-07-09 00:19:27
E0000351,C002825,B000045,SEARCH,2026-01-13 23:37:00
E0000352,C002825,B000045,VIEW_TRIP,2026-01-13 23:42:00
E0000353,C002825,B000045,BOOKING_STARTED,2026-01-13 23:55:00
E0000354,C002825,B000045,BOOKING_CREATED,2026-01-14 00:00:00
E0000355,C002825,B000045,PAYMENT_STARTED,2026-01-14 00:13:00
E0000356,C002825,B000045,PAYMENT_FAILED,2026-01-14 00:13:57
E0000357,C002825,B000045,PAYMENT_RETRY,2026-01-14 00:15:15
E0000358,C002825,B000045,PAYMENT_STARTED,2026-01-14 00:26:15
E0000359,C002825,B000045,PAYMENT_FAILED,2026-01-14 00:26:37
E0000360,C002825,B000045,PAYMENT_RETRY,2026-01-14 00:28:42
E0000361,C002825,B000045,PAYMENT_STARTED,2026-01-14 00:30:00
E0000362,C002825,B000045,PAYMENT_COMPLETED,2026-01-14 00:30:20
E0000363,C002825,B000045,BOOKING_CONFIRMED,2026-01-14 00:34:20
E0000364,C002613,B000046,SEARCH,2026-07-18 23:22:00
E0000365,C002613,B000046,VIEW_TRIP,2026-07-18 23:31:00
E0000366,C002613,B000046,BOOKING_STARTED,2026-07-18 23:57:00
E0000367,C002613,B000046,BOOKING_CREATED,2026-07-19 00:00:00
E0000368,C002613,B000046,PAYMENT_STARTED,2026-07-19 00:23:00
E0000369,C002613,B000046,PAYMENT_COMPLETED,2026-07-19 00:23:24
E0000370,C002613,B000046,BOOKING_CONFIRMED,2026-07-19 00:31:24
E0000371,C001364,B000047,SEARCH,2026-01-14 23:29:00
E0000372,C001364,B000047,VIEW_TRIP,2026-01-14 23:38:00
E0000373,C001364,B000047,BOOKING_STARTED,2026-01-14 23:58:00
E0000374,C001364,B000047,BOOKING_CREATED,2026-01-15 00:00:00
